Record,Date,UTC Time,Tc_RU,Tf_RU,Hz1_RU,Hz2_RU,Pc_RU,Pf_RU,Tc_HX1_RU,Tc_HX2_RU,Tc_HX1_CIN,Tf_HX1_CIN,Q_HX1_CIN,Hz_HX1_CIN,Tc_HX2_CIN,Tf_HX2_CIN,Q_HX2_CIN,Hz_HX2_CIN
      3501,08/14/2025,07:15:00,         72,         63,         48,         48,       4442,       2351,         72,        596,         71,         71,         23,         26,         73,         70,         24,         26
      3502,08/14/2025,07:30:00,         71,         64,         46,         47,       4383,       2342,         73,        591,         70,         71,         24,         27,         72,         70,         24,         27
      3503,08/14/2025,07:45:00,         72,         64,         47,         47,       4370,       2349,         72,        589,         71,         71,         24,         26,         73,         71,         24,         26
      3504,08/14/2025,08:00:00,         73,         64,         46,         46,       4294,       2324,         72,        587,         72,         71,         24,         27,         72,         70,         24,         27
      3505,08/14/2025,08:15:00,         72,         64,         47,         47,       4320,       2318,         72,        583,         72,         71,         24,         26,         73,         71,         24,         27
      3506,08/14/2025,08:30:00,         72,         64,         46,         46,       4278,       2302,         72,        586,         72,         71,         25,         25,         73,         70,         25,         25
      3507,08/14/2025,08:45:00,         72,         64,         47,         47,       4323,       2309,         72,        582,         72,         71,         23,         26,         73,         71,         24,         26
      3508,08/14/2025,09:00:00,         72,         63,         47,         47,       4368,       2301,         72,        584,         72,         70,         25,         29,         72,         70,         25,         29
      3509,08/14/2025,09:15:00,         72,         62,         48,         48,       4396,       2333,         72,        587,         71,         69,         25,         31,         72,         69,         26,         31
      3510,08/14/2025,09:30:00,         72,         63,         48,         48,       4441,       2319,         72,        589,         71,         70,         25,         30,         72,         69,         25,         30
      3511,08/14/2025,09:45:00,         72,         63,         47,         47,       4395,       2319,         72,        587,         72,         70,         25,         28,         73,         70,         25,         28
      3512,08/14/2025,10:00:00,         72,         63,         48,         47,       4372,       2313,         72,        593,         72,         70,         24,         30,         72,         70,         25,         30
      3513,08/14/2025,10:15:00,         73,         63,         47,         47,       4334,       2319,         73,        591,         73,         71,         24,         26,         74,         71,         25,         26
      3514,08/14/2025,10:30:00,         73,         64,         47,         47,       4347,       2315,         74,        587,         73,         71,         23,         26,         74,         71,         24,         26
      3515,08/14/2025,10:45:00,         73,         63,         47,         47,       4349,       2322,         72,        583,         72,         70,         24,         28,         73,         70,         25,         28
      3516,08/14/2025,11:00:00,         73,         64,         46,         47,       4294,       2317,         73,        591,         72,         71,         24,         27,         73,         71,         24,         27
      3517,08/14/2025,11:15:00,         74,         64,         46,         47,       4341,       2324,         74,        587,         73,         71,         24,         24,         74,         71,         24,         24
      3518,08/14/2025,11:30:00,         74,         64,         47,         46,       4328,       2331,         74,        593,         73,         71,         23,         25,         74,         70,         24,         25
      3519,08/14/2025,11:45:00,         73,         64,         46,         47,       4312,       2320,         73,        591,         73,         71,         23,         26,         74,         70,         24,         26
      3520,08/14/2025,12:00:00,         78,         64,         47,         47,       4340,       2334,         79,        599,         79,         72,         23,         18,         81,         73,         23,         19
      3521,08/14/2025,12:15:00,         77,         63,         47,         47,       4367,       2356,         77,        597,         78,         72,         22,         21,         79,         72,         23,         21
      3522,08/14/2025,12:30:00,         78,         64,         46,         46,       4362,       2369,         79,        591,         78,         73,         21,         17,         80,         73,         22,         17
      3523,08/14/2025,12:45:00,         80,         65,         46,         46,       4341,       2403,         79,        574,         79,         74,         22,         14,         81,         74,         22,         14
      3524,08/14/2025,13:00:00,         75,         64,         47,         47,       4385,       2390,         75,        570,         74,         71,         23,         23,         76,         72,         23,         23
      3525,08/14/2025,13:15:00,         74,         64,         46,         46,       4398,       2419,         74,        574,         74,         72,         24,         24,         75,         71,         24,         24
      3526,08/14/2025,13:30:00,         74,         64,         46,         46,       4376,       2394,         75,        585,         73,         71,         23,         24,         74,         71,         24,         24
      3527,08/14/2025,13:45:00,         74,         64,         46,         47,       4383,       2395,         74,        584,         74,         72,         23,         22,         75,         72,         24,         22
      3528,08/14/2025,14:00:00,         74,         64,         47,         47,       4397,       2398,         74,        589,         73,         73,         23,         21,         75,         72,         23,         21
      3529,08/14/2025,14:15:00,         79,         64,         46,         46,       4382,       2414,         79,        594,         79,         74,         21,         12,         80,         74,         22,         12
      3530,08/14/2025,14:30:00,         79,         65,         46,         46,       4371,       2404,         80,        594,         79,         74,         21,         12,         80,         74,         22,         12
      3531,08/14/2025,14:45:00,         78,         65,         45,         46,       4341,       2421,         79,        601,         79,         75,         21,         13,         80,         74,         22,         13
      3532,08/14/2025,15:00:00,         79,         66,         45,         45,       4314,       2445,         80,        606,         79,         75,         21,         11,         80,         75,         21,         11
      3533,08/14/2025,15:15:00,         79,         65,         45,         45,       4352,       2429,         80,        605,         79,         75,         21,         11,         80,         75,         21,         11
      3534,08/14/2025,15:30:00,         79,         66,         43,         45,       4298,       2459,         80,        590,         79,         75,         21,         11,         80,         75,         22,         11
      3535,08/14/2025,15:45:00,         79,         67,         44,         44,       4239,       2445,         80,        598,         79,         76,         21,         11,         79,         75,         22,         11
      3536,08/14/2025,16:00:00,         75,         66,         45,         45,       4293,       2454,         75,        601,         74,         73,         22,         17,         75,         72,         22,         17
      3537,08/14/2025,16:15:00,         80,         66,         44,         44,       4231,       2441,         80,        600,         80,         76,         21,         11,         81,         76,         22,         11
      3538,08/14/2025,16:30:00,         80,         67,         44,         44,       4186,       2442,         80,        597,         79,         76,         21,         11,         80,         76,         22,         11
